,,,Museum,Order,Class,Family,Genus,Sp,Ssp,,Sex,Continent/Ocean,Country,State/Province,,,Locality,,,,Preservative,,,Life Stage,,,,,,,Year,Elevation,,,,,,,,,,,Day,Month,COLLECTOR,,
226995,1142,DGM,CAS,Reptilia,Sauria,Anguidae,Elgaria,multicarinata,multicarinata,,F,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R2E S25 (SE 1/4 of SW 1/4), 40 04 16.8 N, 121 42 06.0 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1760 ft,,"Running across rd, 20 m from bridge over Deer Creek","California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R2E S25 (SE 1/4 of SW 1/4), 40 04 16.8 N, 121 42 06.0 W, 1760 ft",,2003,1760,,ft,40,4,16.8,N,121,42,6,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
226996,1143,DGM,CAS,Reptilia,Sauria,Anguidae,Elgaria,multicarinata,multicarinata,,M,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R2E S25 (SE 1/4 of SW 1/4), 40 04 16.8 N, 121 42 06.0 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1760 ft,,"Running across rd, 20 m from bridge over Deer Creek","California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R2E S25 (SE 1/4 of SW 1/4), 40 04 16.8 N, 121 42 06.0 W, 1760 ft",,2003,1760,,ft,40,4,16.8,N,121,42,6,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
226997,1144,DGM,CAS,Amphibia,Caudata,Salamandridae,Taricha,torosa,sierrae,,,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R2E S25 (SE 1/4 of SW 1/4), 40 04 15.6 N, 121 42 06.0 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1740 ft,,"Crawling away from creek, ca 2 m from slow pool.","California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R2E S25 (SE 1/4 of SW 1/4), 40 04 15.6 N, 121 42 06.0 W, 1740 ft",,2003,1740,,ft,40,4,15.6,N,121,42,6,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
226998,1145,DGM,CAS,Amphibia,Caudata,Salamandridae,Taricha,torosa,sierrae,,,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R2E S25 (SE 1/4 of SW 1/4), 40 04 15.6 N, 121 42 06.0 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1740 ft,,"Crawling away from creek, ca 2 m from slow pool.","California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R2E S25 (SE 1/4 of SW 1/4), 40 04 15.6 N, 121 42 06.0 W, 1740 ft",,2003,1740,,ft,40,4,15.6,N,121,42,6,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
226999,1146,DGM,CAS,Amphibia,Caudata,Salamandridae,Taricha,torosa,sierrae,,,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R2E S25 (SE 1/4 of SW 1/4), 40 04 15.6 N, 121 42 06.0 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1740 ft,,In slow oxbow and still back-water.,"California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R2E S25 (SE 1/4 of SW 1/4), 40 04 15.6 N, 121 42 06.0 W, 1740 ft",,2003,1740,,ft,40,4,15.6,N,121,42,6,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227000,1147,DGM,CAS,Reptilia,Serpentes,Colubridae,Masticophis,lateralis,lateralis,,M,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R2E S25 (SE 1/4 of NE 1/4), 40 04 53.16 N, 121 41 36.38 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1980 ft,"SVL 865 mm, total 1203 mm, 109 gm.","1330 hrs.  Active, alongside large log.","California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R2E S25 (SE 1/4 of NE 1/4), 40 04 53.16 N, 121 41 36.38 W, 1980 ft",,2003,1980,,ft,40,4,53.16,N,121,41,36.38,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227001,1148,DGM,CAS,Reptilia,Sauria,Phrynosomatidae,Sceloporus,occidentalis,occidentalis,,,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R2E S25 (SE 1/4 of NE 1/4), 40 04 53.16 N, 121 41 36.38 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1980 ft,,1330 hrs.  Basking on large snag.,"California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R2E S25 (SE 1/4 of NE 1/4), 40 04 53.16 N, 121 41 36.38 W, 1980 ft",,2003,1980,,ft,40,4,53.16,N,121,41,36.38,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227002,1149,DGM,CAS,Reptilia,Sauria,Anguidae,Elgaria,multicarinata,multicarinata,,M,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R2E S25 (SE 1/4 of NE 1/4), 40 04 53.16 N, 121 41 36.38 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1980 ft,,"1330 hrs.  Active in poison oak, in sunny area.","California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R2E S25 (SE 1/4 of NE 1/4), 40 04 53.16 N, 121 41 36.38 W, 1980 ft",,2003,1980,,ft,40,4,53.16,N,121,41,36.38,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227003,1150,DGM,CAS,Amphibia,Caudata,Salamandridae,Taricha,torosa,sierrae,,M,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R2E S25 (SE 1/4 of NE 1/4), 40 04 49.39 N, 121 41 28.7 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1840 ft,,1430 hrs.  In slow pools and back-water.,"California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R2E S25 (SE 1/4 of NE 1/4), 40 04 49.39 N, 121 41 28.7 W, 1840 ft",,2003,1840,,ft,40,4,49.39,N,121,41,28.7,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227004,1151,DGM,CAS,Amphibia,Caudata,Salamandridae,Taricha,torosa,sierrae,,M,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R2E S25 (SE 1/4 of NE 1/4), 40 04 49.39 N, 121 41 28.7 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1840 ft,,1430 hrs.  In slow pools and back-water.,"California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R2E S25 (SE 1/4 of NE 1/4), 40 04 49.39 N, 121 41 28.7 W, 1840 ft",,2003,1840,,ft,40,4,49.39,N,121,41,28.7,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227005,1152,DGM,CAS,Amphibia,Anura,Ranidae,Rana,boylii,,,F,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R2E S25 (SE 1/4 of NE 1/4), 40 04 49.39 N, 121 41 28.7 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1840 ft,Gravid.,1515 hrs.  1 m from pool of oxbow.,"California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R2E S25 (SE 1/4 of NE 1/4), 40 04 49.39 N, 121 41 28.7 W, 1840 ft",,2003,1840,,ft,40,4,49.39,N,121,41,28.7,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227006,1155,DGM,CAS,Amphibia,Caudata,Salamandridae,Taricha,granulosa,granulosa,,M,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1860 ft,,1545 hrs.  In slow pools and backwater of oxbow.,"California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W, 1860 ft",,2003,1860,,ft,40,4,58.9,N,121,41,27.23,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227007,1156,DGM,CAS,Amphibia,Caudata,Salamandridae,Taricha,granulosa,granulosa,,F,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1860 ft,,1545 hrs.  In slow pools and backwater of oxbow.,"California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W, 1860 ft",,2003,1860,,ft,40,4,58.9,N,121,41,27.23,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227008,1157,DGM,CAS,Amphibia,Caudata,Salamandridae,Taricha,granulosa,granulosa,,M,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1860 ft,,1545 hrs.  In slow pools and backwater of oxbow.,"California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W, 1860 ft",,2003,1860,,ft,40,4,58.9,N,121,41,27.23,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227009,1158,DGM,CAS,Reptilia,Serpentes,Colubridae,Thamnophis,couchii,,,F,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,J/A,,1860 ft,"SVL 418 mm, total 552 mm, 23 gm.",1550 hrs.  In slow pools and backwater of oxbow.,"California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W, 1860 ft",,2003,1860,,ft,40,4,58.9,N,121,41,27.23,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227010,1159,DGM,CAS,Reptilia,Serpentes,Colubridae,Thamnophis,couchii,,,F,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Juv,,1860 ft,"SVL 254 mm, total 327 mm, 6.8 gm.",1550 hrs.  In slow pools and backwater of oxbow.,"California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W, 1860 ft",,2003,1860,,ft,40,4,58.9,N,121,41,27.23,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227011,1160,DGM,CAS,Reptilia,Testudines,Emydidae,Clemmys,marmorata,,,M,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,1860 ft,,"1645 hrs.  Basking on large boulder, in oxbow and above large pool.","California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W, 1860 ft",,2003,1860,,ft,40,4,58.9,N,121,41,27.23,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227012,1161,DGM,CAS,Reptilia,Sauria,Anguidae,Elgaria,multicarinata,multicarinata,,,North America,USA,California,,,Tehama Co.,"Lassen National Forest, Deer Creek, from crossing of Forest Rd 28N29 to confluence of Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W",D.G. Mulcahy and C.R. Feldman,30-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,,,1860 ft,,"1645 hrs.  Active in leaf litter in well shaded oak area, 20 m from creek.","California: Tehama Co.: Lassen National Forest, Deer Creek, from crossing of Deer Creek and FSR 28N29 to confluence with Beaver Creek, T26N R3E S30 (SW 1/4 of NW 1/4), 40 04 58.9 N, 121 41 27.23 W, 1860 ft",,2003,1860,,ft,40,4,58.9,N,121,41,27.23,W,30,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227013,1162,DGM,CAS,Amphibia,Anura,Ranidae,Rana,boylii,,,,North America,USA,California,,,Tehama Co.,"Lassen National Forest, unnamed tributary to Deer Creek, 2.8 mi S of Forest Rd 28N29 and Deer Creek, T25N R2E S12 (NE 1/4 of NW 1/4), 40 02 56.3 N, 121 42 09.6 W",D.G. Mulcahy and C.R. Feldman,31-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,2920 ft,,1045 hrs.  On log by stream.,"California: Tehama Co.: Lassen Nat'l Forest, unnamed tributary to Deer Cr., 2.8 mi S of FSR 28N29 and Deer Creek, ith Beaver Creek, T25N R2E S12 (NE 1/4 of NW 1/4), 40 02 56.3 N, 121 42 09.6 W, 2920 ft",,2003,2920,,ft,40,2,56.3,N,121,42,9.6,W,31,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227014,1163,DGM,CAS,Amphibia,Caudata,Salamandridae,Taricha,torosa,sierrae,,,North America,USA,California,,,Tehama Co.,"Lassen National Forest, unnamed tributary to Deer Creek, 2.8 mi S of Forest Rd 28N29 and Deer Creek, T25N R2E S12 (NE 1/4 of NW 1/4), 40 02 56.3 N, 121 42 09.6 W",D.G. Mulcahy and C.R. Feldman,31-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,2920 ft,,1030 hrs.  On log by stream.,"California: Tehama Co.: Lassen Nat'l Forest, unnamed tributary to Deer Cr., 2.8 mi S of FSR 28N29 and Deer Creek, ith Beaver Creek, T25N R2E S12 (NE 1/4 of NW 1/4), 40 02 56.3 N, 121 42 09.6 W, 2920 ft",,2003,2920,,ft,40,2,56.3,N,121,42,9.6,W,31,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227015,1164,DGM,CAS,Reptilia,Sauria,Phrynosomatidae,Sceloporus,occidentalis,occidentalis,,F,North America,USA,California,,,Tehama Co.,"Lassen National Forest, unnamed tributary to Deer Creek, 2.8 mi S of Forest Rd 28N29 and Deer Creek, T25N R2E S12 (NE 1/4 of NW 1/4), 40 02 56.3 N, 121 42 09.6 W",D.G. Mulcahy and C.R. Feldman,31-May-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,2920 ft,,1115 hrs.  On log pile at road cut.,"California: Tehama Co.: Lassen Nat'l Forest, unnamed tributary to Deer Cr., 2.8 mi S of FSR 28N29 and Deer Creek, ith Beaver Creek, T25N R2E S12 (NE 1/4 of NW 1/4), 40 02 56.3 N, 121 42 09.6 W, 2920 ft",,2003,2920,,ft,40,2,56.3,N,121,42,9.6,W,31,May,C.R. Feldman,Garmin III Plus GPS,NAD27
227016,1170,DGM,CAS,Reptilia,Sauria,Anguidae,Elgaria,coerulea,,,M,North America,USA,California,,,Lassen Co.,"Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W",D.G. Mulcahy and C.R. Feldman,1-Jun-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,6420 ft,,"0945 hrs.  Under log, 5 m from pond.","California: Lassen Co.: Dean's Meadow, T31N R11E Sec 10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W, 6420 ft",,2003,6420,,ft,40,33,29.6,N,120,43,12.9,W,1,Jun,C.R. Feldman,Garmin III Plus GPS,NAD27
227017,1171,DGM,CAS,Reptilia,Sauria,Phrynosomatidae,Sceloporus,graciosus,,,M,North America,USA,California,,,Lassen Co.,"Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W",D.G. Mulcahy and C.R. Feldman,1-Jun-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,6420 ft,,1045 hrs.,"California: Lassen Co.: Dean's Meadow, T31N R11E Sec 10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W, 6420 ft",,2003,6420,,ft,40,33,29.6,N,120,43,12.9,W,1,Jun,C.R. Feldman,Garmin III Plus GPS,NAD27
227018,1172,DGM,CAS,Reptilia,Sauria,Phrynosomatidae,Sceloporus,graciosus,,,F,North America,USA,California,,,Lassen Co.,"Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W",D.G. Mulcahy and C.R. Feldman,1-Jun-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,6420 ft,,1045 hrs.,"California: Lassen Co.: Dean's Meadow, T31N R11E Sec 10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W, 6420 ft",,2003,6420,,ft,40,33,29.6,N,120,43,12.9,W,1,Jun,C.R. Feldman,Garmin III Plus GPS,NAD27
227019,1173,DGM,CAS,Reptilia,Serpentes,Colubridae,Thamnophis,elegans,elegans,,M,North America,USA,California,,,Lassen Co.,"Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W",D.G. Mulcahy and C.R. Feldman,1-Jun-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,J/A,,6420 ft,"SVL 359 mm, total 491 mm, 13 gm.","0900 hrs.  Under woody debris, 3 m from pond.","California: Lassen Co.: Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W, 6420 ft",,2003,6420,,ft,40,33,29.6,N,120,43,12.9,W,1,Jun,C.R. Feldman,Garmin III Plus GPS,NAD27
227020,1174,DGM,CAS,Reptilia,Serpentes,Colubridae,Thamnophis,elegans,elegans,,F,North America,USA,California,,,Lassen Co.,"Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W",D.G. Mulcahy and C.R. Feldman,1-Jun-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,J/A,,6420 ft,"SVL 431 mm, total 558 mm, 29 gm.","0900 hrs.  Under woody debris, 3 m from pond.","California: Lassen Co.: Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W, 6420 ft",,2003,6420,,ft,40,33,29.6,N,120,43,12.9,W,1,Jun,C.R. Feldman,Garmin III Plus GPS,NAD27
227021,1175,DGM,CAS,Reptilia,Serpentes,Colubridae,Thamnophis,elegans,elegans,,F,North America,USA,California,,,Lassen Co.,"Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W",D.G. Mulcahy and C.R. Feldman,1-Jun-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,6420 ft,"SVL 456 mm, total 591 mm, 38 gm.",0850 hrs.  Foraging in shallow end of pond.,"California: Lassen Co.: Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W, 6420 ft",,2003,6420,,ft,40,33,29.6,N,120,43,12.9,W,1,Jun,C.R. Feldman,Garmin III Plus GPS,NAD27
227022,1176,DGM,CAS,Reptilia,Serpentes,Colubridae,Thamnophis,elegans,elegans,,M,North America,USA,California,,,Lassen Co.,"Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W",D.G. Mulcahy and C.R. Feldman,1-Jun-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,6420 ft,"SVL 421 mm, total 574 mm, 22 gm.",0850 hrs.  Foraging in shallow end of pond.,"California: Lassen Co.: Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W, 6420 ft",,2003,6420,,ft,40,33,29.6,N,120,43,12.9,W,1,Jun,C.R. Feldman,Garmin III Plus GPS,NAD27
227023,1177,DGM,CAS,Reptilia,Serpentes,Colubridae,Thamnophis,elegans,elegans,,F,North America,USA,California,,,Lassen Co.,"Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W",D.G. Mulcahy and C.R. Feldman,1-Jun-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,6420 ft,"SVL 460 mm, total 610 mm, 33 gm.",0930 hrs.  Foraging in shallow end of pond.,"California: Lassen Co.: Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W, 6420 ft",,2003,6420,,ft,40,33,29.6,N,120,43,12.9,W,1,Jun,C.R. Feldman,Garmin III Plus GPS,NAD27
227024,1178,DGM,CAS,Amphibia,Anura,Hylidae,Hyla,regilla,,,,North America,USA,California,,,Lassen Co.,"Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W",D.G. Mulcahy and C.R. Feldman,1-Jun-03,Form,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Larva,,6420 ft,,"0915 hrs.  In warm, shallow portions of pond.","California: Lassen Co.: Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 29.6 N, 120 43 12.9 W, 6420 ft",,2003,6420,,ft,40,33,29.6,N,120,43,12.9,W,1,Jun,C.R. Feldman,Garmin III Plus GPS,NAD27
227025,1179,DGM,CAS,Reptilia,Serpentes,Colubridae,Thamnophis,sirtalis,fitchi,,F,North America,USA,California,,,Lassen Co.,"Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 22.9 N, 120 43 01.2 W",D.G. Mulcahy and C.R. Feldman,1-Jun-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,6400 ft,"SVL 477 mm, total 638 mm, 41 gm.","0845 hrs.  Under woody debris, 3 m from pond.","California: Lassen Co.: Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 22.9 N, 120 43 01.2 W, 6400 ft",,2003,6400,,ft,40,33,22.9,N,120,43,1.2,W,1,Jun,C.R. Feldman,Garmin III Plus GPS,NAD27
227026,1180,DGM,CAS,Reptilia,Serpentes,Colubridae,Thamnophis,sirtalis,fitchi,,M,North America,USA,California,,,Lassen Co.,"Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 22.9 N, 120 43 01.2 W",D.G. Mulcahy and C.R. Feldman,1-Jun-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,Adult,,6400 ft,"SVL 387 mm, total 532 mm, 22 gm.","1015 hrs.  Under woody debris, 3 m from pond.","California: Lassen Co.: Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 22.9 N, 120 43 01.2 W, 6400 ft",,2003,6400,,ft,40,33,22.9,N,120,43,1.2,W,1,Jun,C.R. Feldman,Garmin III Plus GPS,NAD27
227027,1181,DGM,CAS,Reptilia,Serpentes,Colubridae,Thamnophis,sirtalis,fitchi,,F,North America,USA,California,,,Lassen Co.,"Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 22.9 N, 120 43 01.2 W",D.G. Mulcahy and C.R. Feldman,1-Jun-03,Alc,D.G. Mulcahy and C.R. Feldman,13-Jun-03,J/A,,6400 ft,"SVL 348 mm, total 454 mm, 11 gm.",1030 hrs.  Foraging along shallow banks of pond.,"California: Lassen Co.: Dean's Meadow, T31N R11E S10 (SW 1/4 of SE 1/4), 40 33 22.9 N, 120 43 01.2 W, 6400 ft",,2003,6400,,ft,40,33,22.9,N,120,43,1.2,W,1,Jun,C.R. Feldman,Garmin III Plus GPS,NAD27
